iter	RMSE
225	12.07239826
226	11.99740911
227	11.94909235
228	11.90857236
229	11.87453529
230	11.83001885
231	11.77850804
232	11.74173036
233	11.64626137
234	11.57402018
235	11.54360587
236	11.51428648
237	11.46769449
238	11.43031357
239	11.40452269
240	11.37591934
241	11.34402684
242	11.306147
243	11.26385699
244	11.2158381
245	11.16982359
246	11.11527866
247	11.08459849
248	11.06037302
249	11.02822548
250	10.99770535
251	10.96277029
252	10.91849886
253	10.88747955
254	10.84829413
255	10.82759518
256	10.76230045
257	10.73979075
258	10.69431532
259	10.64847806
260	10.62867941
261	10.60070734
262	10.52474529
263	10.4750001
264	10.43426525
265	10.39906365
266	10.35055616
267	10.31980591
268	10.28332243
269	10.25788913
270	10.1976473
271	10.13482791
272	10.10008418
273	10.08097788
274	10.04560022
275	9.992574185
276	9.960193192
277	9.923269573
278	9.87250379
279	9.84941139
280	9.826337835
281	9.801740667
282	9.765811794
283	9.741554453
284	9.720982467
285	9.690943803
286	9.667120054
287	9.645869524
288	9.591179864
289	9.552269762
290	9.531463365
291	9.508296689
292	9.485238304
293	9.444327332
294	9.423560794
295	9.405022375
296	9.361006424
297	9.327251657
298	9.287050908
299	9.257188246
300	9.22285651
301	9.203861422
302	9.158099316
303	9.122095686
304	9.109757944
305	9.084976476
306	9.066009321
307	9.028846493
308	9.001750792
309	8.953553733
310	8.918500937
311	8.888782953
312	8.854206271
313	8.83237213
314	8.809984757
315	8.785179666
316	8.766878837
317	8.75010539
318	8.722220128
319	8.700469121
320	8.676123501
321	8.658129568
322	8.637720443
323	8.589727207
324	8.561585799
325	8.545148581
326	8.526263085
327	8.502120028
328	8.473347056
329	8.444259102
330	8.414149577
331	8.387873216
332	8.360046433
333	8.3407239
334	8.324029083
335	8.307704024
336	8.286591026
337	8.260019098
338	8.239543115
339	8.222461025
340	8.197197822
341	8.181421396
342	8.160172956
343	8.139405171
344	8.117668723
345	8.10224821
346	8.079900115
347	8.055869364
348	8.020202146
349	7.991104607
350	7.97356061
351	7.958601966
352	7.937893857
353	7.915320242
354	7.890782489
355	7.875454174
356	7.85627874
357	7.845271668
358	7.8200354
359	7.793358937
360	7.764295178
361	7.740016458
362	7.723417561
363	7.706282289
364	7.691976608
365	7.667383729
366	7.645914351
367	7.632169858
368	7.606235404
369	7.588237098
370	7.573749952
371	7.558967434
372	7.539310146
373	7.525339698
374	7.514891545
375	7.499636236
376	7.482256431
377	7.460093029
378	7.439730252
379	7.430253802
380	7.416139794
381	7.40674409
382	7.384781413
383	7.37374621
384	7.362313351
385	7.339450534
386	7.319219589
387	7.302148158
388	7.281255869
389	7.262861357
390	7.252384342
391	7.229373257
392	7.218213291
393	7.202038001
394	7.189884513
395	7.164502973
396	7.150343198
397	7.133825511
398	7.114541757
399	7.089278267
400	7.073103578
401	7.062359494
402	7.047505659
403	7.029313252
404	7.010889666
405	6.988616995
406	6.9708161
407	6.957733708
408	6.944762148
409	6.936183006
410	6.924564845
411	6.91055705
412	6.897190043
413	6.888600516
414	6.871230048
415	6.858221146
416	6.850957324
417	6.838273875
418	6.823042453
419	6.802845103
420	6.786291659
421	6.762547377
422	6.741846256
423	6.726994784
424	6.713484423
425	6.697403917
426	6.685465864
427	6.672811681
428	6.655865197
429	6.644334391
430	6.628602863
431	6.616304334
432	6.604378297
433	6.592983141
434	6.581825261
435	6.57175716
436	6.555492893
437	6.543979229
438	6.537142189
439	6.527837046
440	6.516941695
441	6.500020332
442	6.491347484
443	6.474222028
444	6.459258707
445	6.449260657
446	6.441789895
447	6.431695203
448	6.419597322
449	6.401044253
450	6.388737174
451	6.374414614
452	6.357589756
453	6.350152724
454	6.335521908
455	6.325315578
456	6.315415468
457	6.299964135
458	6.289313149
459	6.279800623
460	6.269244206
461	6.259492799
462	6.238465154
463	6.225071172
464	6.214033144
465	6.205761416
466	6.189247605
467	6.171714071
468	6.158862849
469	6.143449386
470	6.132864422
471	6.121277548
472	6.11268347
473	6.105266809
474	6.094498149
475	6.082702363
476	6.072703093
477	6.060856523
478	6.043118623
479	6.028741548
480	6.021154995
481	6.01112923
482	6.003356273
483	5.992628368
484	5.983500417
485	5.969222491
486	5.963792504
487	5.955389621
488	5.948274221
489	5.93965368
490	5.927232403
491	5.914213195
492	5.907071618
493	5.893234918
494	5.880893482
495	5.86883595
496	5.85931927
497	5.85282127
498	5.841913586
499	5.832712317
500	5.821994239
501	5.798212911
502	5.786393507
503	5.779656055
504	5.772124662
505	5.764068048
506	5.755189461
507	5.743056746
508	5.735553924
509	5.727802681
510	5.714913346
511	5.702465663
512	5.687756183
513	5.675370752
514	5.668843911
515	5.65923425
516	5.654506436
517	5.647816672
518	5.633914493
519	5.62678545
520	5.61488847
521	5.604075312
522	5.594777934
523	5.580612761
524	5.574284246
525	5.565118738
526	5.557043564
527	5.542869869
528	5.534868016
529	5.521983372
530	5.507691797
531	5.499437069
532	5.488944828
533	5.482143814
534	5.475941289
535	5.466421005
536	5.455794856
537	5.448904435
538	5.440443234
539	5.430117397
540	5.424204647
541	5.414188797
542	5.409762177
543	5.405876873
544	5.399679632
545	5.389798803
546	5.382886515
547	5.371381263
548	5.35781999
549	5.349292726
550	5.334180181
551	5.326914271
552	5.321781581
553	5.312273155
554	5.306780767
555	5.298758142
556	5.292217101
557	5.28108425
558	5.268054138
559	5.261454571
560	5.254646977
561	5.248192642
562	5.239751745
563	5.226548369
564	5.220531425
565	5.211946302
566	5.20357946
567	5.196012628
568	5.187257842
569	5.18100101
570	5.176148606
571	5.167819363
572	5.161629924
573	5.152187598
574	5.14342308
575	5.132622409
576	5.12447158
577	5.116893389
578	5.113069724
579	5.106579072
580	5.094680651
581	5.091309466
582	5.086278329
583	5.077006121
584	5.071436126
585	5.061221722
586	5.053318608
587	5.047578228
588	5.043139446
589	5.037305293
590	5.028525548
591	5.018976482
592	5.011258492
593	5.004902758
594	4.999731078
595	4.991807344
596	4.983895368
597	4.97757212
598	4.968522695
599	4.963013967
600	4.955222608
601	4.944828517
602	4.935190056
603	4.927046634
604	4.923733095
605	4.915019263
606	4.910418576
607	4.900799072
608	4.893742736
609	4.886073282
610	4.881637681
611	4.871863917
612	4.865515688
613	4.855664932
614	4.851912836
615	4.841838564
616	4.834276512
617	4.822675802
618	4.817940801
619	4.812376948
620	4.805720802
621	4.799235074
622	4.789464892
623	4.779174529
624	4.773112993
625	4.765372879
626	4.758091194
627	4.751596984
628	4.74718641
629	4.7359344
630	4.727960226
631	4.719768325
632	4.713158253
633	4.70845736
634	4.704325109
635	4.697092195
636	4.694468099
637	4.686801823
638	4.678716263
639	4.674644723
640	4.667966966
641	4.659320474
642	4.654886653
643	4.647741414
644	4.640198029
645	4.630262349
646	4.625237363
647	4.619355493
648	4.614656976
649	4.608802821
650	4.601980813
651	4.59651794
652	4.591645749
653	4.588371614
654	4.580032186
655	4.576253522
656	4.566339451
657	4.561177322
658	4.553511932
659	4.548065066
660	4.539689896
661	4.530312081
662	4.524299098
663	4.520428295
664	4.514670926
665	4.502864883
666	4.499140273
667	4.490307291
668	4.485339754
669	4.477320462
670	4.470872985
671	4.462454175
672	4.453335729
673	4.44759303
674	4.441703057
675	4.435170088
676	4.431692821
677	4.427857895
678	4.423495925
679	4.41430405
680	4.405387343
681	4.400252632
682	4.393220165
683	4.388149851
684	4.378689987
685	4.374687959
686	4.369773329
687	4.364858748
688	4.362559533
689	4.35844054
690	4.349988486
691	4.343622813
692	4.337141729
693	4.332531821
694	4.325291504
695	4.319421113
696	4.315034178
697	4.307128339
698	4.300242271
699	4.294296522
700	4.285430848
701	4.278016875
702	4.271843822
703	4.262729726
704	4.256393189
705	4.253772103
706	4.248359503
707	4.244053377
708	4.238933248
709	4.2342354
710	4.226528595
711	4.222229755
712	4.218392499
713	4.212050508
714	4.208016907
715	4.199592801
716	4.191346633
717	4.185663123
718	4.179424928
719	4.175027521
720	4.170606872
721	4.168367626
722	4.160588791
723	4.157138693
724	4.152103513
725	4.147099657
726	4.141565782
727	4.133357348
728	4.125995629
729	4.120910611
730	4.114389449
731	4.110928041
732	4.107015831
733	4.102792276
734	4.096641657
735	4.091584101
736	4.086178471
737	4.081558667
738	4.078254514
739	4.074602433
740	4.068117259
741	4.064875629
742	4.060054534
743	4.056668747
744	4.053743448
745	4.049296484
746	4.044039595
747	4.040510929
748	4.038186751
749	4.03171331
750	4.028250159
751	4.024382751
752	4.019341917
753	4.017201145
754	4.014141444
755	4.010824782
756	4.007198467
757	4.003915134
758	3.996649877
759	3.992968439
760	3.987492482
761	3.982938733
762	3.977413686
763	3.973924591
764	3.970354386
765	3.964526916
766	3.961754618
767	3.954629167
768	3.948978211
769	3.944513508
770	3.942905881
771	3.940235012
772	3.936906435
773	3.934209949
774	3.931829236
775	3.927657517
776	3.924463607
777	3.919589477
778	3.914632818
779	3.90998949
780	3.905063107
781	3.901295994
782	3.899662016
783	3.89671675
784	3.893540118
785	3.887348024
786	3.881632538
787	3.873760982
788	3.868132449
789	3.864397782
790	3.859903203
791	3.857297838
792	3.854804247
793	3.851600913
794	3.846907142
795	3.840777996
796	3.836388894
797	3.833023004
798	3.828513236
799	3.822492709
800	3.821240534
801	3.815978728
802	3.812372375
803	3.807326399
804	3.801721852
805	3.796619151
806	3.792573593
807	3.788057059
808	3.782890399
809	3.779826224
810	3.776373
811	3.771526091
812	3.765104918
813	3.760678508
814	3.756316578
815	3.752717141
816	3.74832481
817	3.740395388
818	3.73365833
819	3.731466179
820	3.729044008
821	3.725004687
822	3.72060173
823	3.716201442
824	3.712380801
825	3.707862387
826	3.703980145
827	3.70209733
828	3.698011996
829	3.693925878
830	3.69115234
831	3.687430517
832	3.683586944
833	3.679209522
834	3.675688751
835	3.670533371
836	3.665565973
837	3.661006537
838	3.658120539
839	3.653532737
840	3.648822101
841	3.644140722
842	3.640359235
843	3.635663615
844	3.629416497
845	3.625247578
846	3.622275822
847	3.617562674
848	3.614446214
849	3.612370397
850	3.608000417
851	3.605639004
852	3.601428124
853	3.596574151
854	3.593097642
855	3.588553413
856	3.584947496
857	3.580917372
858	3.579025132
859	3.575170951
860	3.572088869
861	3.569626389
862	3.565217382
863	3.560073233
864	3.555960104
865	3.552193433
866	3.549651166
867	3.546449839
868	3.541920694
869	3.539103647
870	3.535999985
871	3.532209069
872	3.529137731
873	3.523260649
874	3.517787263
875	3.514247192
876	3.510193449
877	3.507640979
878	3.503619977
879	3.501664177
880	3.498956159
881	3.494539233
882	3.489670048
883	3.48565752
884	3.482742192
885	3.478962423
886	3.475220481
887	3.46949761
888	3.4658336
889	3.461904993
890	3.458415741
891	3.453518437
892	3.446757671
893	3.441449521
894	3.438237324
895	3.435678114
896	3.430060349
897	3.426865771
898	3.424871988
899	3.421114686
900	3.419088571
901	3.417343198
902	3.413706814
903	3.41044474
904	3.406827517
905	3.403484126
906	3.400390009
907	3.397727956
908	3.392955851
909	3.389920236
910	3.384683897
911	3.381528752
912	3.378933891
913	3.374282143
914	3.370352564
915	3.366368775
916	3.36442653
917	3.361708071
918	3.358796682
919	3.355771465
920	3.352681923
921	3.348891923
922	3.345406607
923	3.341895382
924	3.338882385
925	3.333889576
926	3.328927785
927	3.326235917
928	3.32112448
929	3.317796248
930	3.315336111
931	3.310872949
932	3.309283949
933	3.306623746
934	3.305395832
935	3.303064713
936	3.2974018
937	3.292893721
938	3.290126449
939	3.286488018
940	3.283312393
941	3.281651441
942	3.278824427
943	3.27494896
944	3.271969317
945	3.268844259
946	3.264000536
947	3.260869647
948	3.25817047
949	3.254408287
950	3.250953359
951	3.248064773
952	3.245477441
953	3.242653039
954	3.239215889
955	3.23621352
956	3.233096702
957	3.230358491
958	3.227578392
959	3.225089291
960	3.221969103
961	3.220055838
962	3.21764482
963	3.215737139
964	3.213843689
965	3.209911363
966	3.20710038
967	3.204563915
968	3.201854351
969	3.199062579
970	3.196687216
971	3.195396684
972	3.192188436
973	3.188985994
974	3.185968221
975	3.183976425
976	3.181317733
977	3.176723181
978	3.173847017
979	3.171994562
980	3.169197828
981	3.167106491
982	3.162347503
983	3.159597086
984	3.155615105
985	3.152715533
986	3.148345928
987	3.143796432
988	3.139529128
989	3.136508298
990	3.13402886
991	3.129563944
992	3.126410248
993	3.12364267
994	3.120259818
995	3.116460956
996	3.113880719
997	3.111098602
998	3.107924272
999	3.105694459
